day,time,src_node,dst_node
0,1.006866,0,8
0,1.030899,0,8
0,1.223166,0,8
0,1.573366,0,8
0,1.738166,0,8
0,1.796533,0,8
0,1.902966,0,8
0,1.988799,0,8
0,1.999099,0,8
0,2.012833,0,8
0,2.297799,0,8
0,1.140766,1,8
0,15.117176,1,8
0,1.027466,2,8
0,1.054933,2,8
0,1.072099,2,8
0,1.075533,2,8
0,1.085833,2,8
0,1.096133,2,8
0,1.106433,2,8
0,1.113299,2,8
0,1.123599,2,8
0,1.130466,2,8
0,1.144199,2,8
0,1.154499,2,8
0,1.161366,2,8
0,1.164799,2,8
0,1.181966,2,8
0,1.188833,2,8
0,1.195699,2,8
0,1.202566,2,8
0,1.205999,2,8
0,1.219733,2,8
0,1.226599,2,8
0,1.236899,2,8
0,1.240333,2,8
0,1.250633,2,8
0,1.254066,2,8
0,1.257499,2,8
0,1.267799,2,8
0,1.271233,2,8
0,1.295266,2,8
0,1.302133,2,8
0,1.315866,2,8
0,1.319299,2,8
0,1.322733,2,8
0,1.333033,2,8
0,1.336466,2,8
0,1.339899,2,8
0,1.350199,2,8
0,1.353633,2,8
0,1.357066,2,8
0,1.363933,2,8
0,1.367366,2,8
0,1.374233,2,8
0,1.381099,2,8
0,1.387966,2,8
0,1.405133,2,8
0,1.425733,2,8
0,1.442899,2,8
0,1.446333,2,8
0,1.449766,2,8
0,1.453199,2,8
0,1.460066,2,8
0,1.463499,2,8
0,1.466933,2,8
0,1.470366,2,8
0,1.487533,2,8
0,1.497833,2,8
0,1.514999,2,8
0,1.532166,2,8
0,1.535599,2,8
0,1.549333,2,8
0,1.559633,2,8
0,1.576799,2,8
0,1.583666,2,8
0,1.593966,2,8
0,1.624866,2,8
0,1.628299,2,8
0,1.635166,2,8
0,1.638599,2,8
0,1.642033,2,8
0,1.645466,2,8
0,1.652333,2,8
0,1.655766,2,8
0,1.659199,2,8
0,1.662633,2,8
0,1.666066,2,8
0,1.676366,2,8
0,1.679799,2,8
0,1.690099,2,8
0,1.693533,2,8
0,1.700399,2,8
0,1.710699,2,8
0,1.727866,2,8
0,1.731299,2,8
0,1.734733,2,8
0,1.741599,2,8
0,1.755333,2,8
0,1.765633,2,8
0,1.779366,2,8
0,1.782799,2,8
0,1.786233,2,8
0,1.789666,2,8
0,1.806833,2,8
0,1.813699,2,8
0,1.817133,2,8
0,1.820566,2,8
0,1.823999,2,8
0,1.827433,2,8
0,1.837733,2,8
0,1.854899,2,8
0,1.858333,2,8
0,1.875499,2,8
0,1.878933,2,8
0,1.882366,2,8
0,1.885799,2,8
0,1.889233,2,8
0,1.892666,2,8
0,1.896099,2,8
0,1.899533,2,8
0,1.906399,2,8
0,1.909833,2,8
0,1.916699,2,8
0,1.937299,2,8
0,1.951033,2,8
0,1.961333,2,8
0,1.968199,2,8
0,1.985366,2,8
0,2.002533,2,8
0,2.005966,2,8
0,2.019699,2,8
0,2.026566,2,8
0,2.036866,2,8
0,2.040299,2,8
0,2.043733,2,8
0,2.050599,2,8
0,2.057466,2,8
0,2.081499,2,8
0,2.088366,2,8
0,2.098666,2,8
0,2.105533,2,8
0,2.108966,2,8
0,2.112399,2,8
0,2.119266,2,8
0,2.122699,2,8
0,2.126133,2,8
0,2.129566,2,8
