day,time,src_node,dst_node
0,1.082400,1,13
0,1.266136,1,13
0,8.260637,1,13
0,1.084048,2,13
0,1.578448,2,13
0,1.660848,2,13
0,1.902775,2,13
0,2.010030,2,13
0,2.282711,2,13
0,1.166448,4,13
0,7.265296,4,13
0,1.000000,13,4
0,2.153600,13,4
0,2.575017,13,4
0,1.824000,13,15
0,2.400800,13,15
0,9.038121,13,15
0,1.082400,13,18
0,1.247200,13,18
0,1.494400,13,18
0,1.659200,13,18
0,1.741600,13,18
0,1.906400,13,18
0,1.988800,13,18
0,2.071200,13,18
0,2.236000,13,18
0,1.164800,13,21
0,1.329600,13,21
0,1.412000,13,21
0,1.576800,13,21
0,2.318400,13,21
0,1.164800,14,13
0,2.341910,14,13
0,1.331248,18,13
0,3.720350,18,13
0,1.248848,21,13
0,1.413648,21,13
0,1.496048,21,13
0,1.743248,21,13
0,2.113278,21,13
1,1.082400,1,13
1,22.298138,1,13
1,1.084048,2,13
1,1.413648,2,13
1,1.578448,2,13
1,2.210975,2,13
1,1.166448,4,13
1,3.942192,4,13
1,1.000000,13,4
1,1.247200,13,4
1,1.329600,13,4
1,2.236000,13,4
1,2.318400,13,4
1,3.200303,13,4
1,1.082400,13,18
1,1.412000,13,18
1,1.494400,13,18
1,1.659200,13,18
1,1.741600,13,18
1,1.824000,13,18
1,1.906400,13,18
1,1.988800,13,18
1,2.071200,13,18
1,2.153600,13,18
1,2.400800,13,18
1,2.565600,13,18
1,2.730400,13,18
1,1.164800,13,21
1,1.576800,13,21
1,2.483200,13,21
1,2.648000,13,21
1,1.164800,14,13
1,14.363939,14,13
1,1.331248,18,13
1,1.660848,18,13
1,6.583437,18,13
1,1.248848,21,13
1,1.496048,21,13
1,1.743248,21,13
1,1.825648,21,13
1,2.096134,21,13
2,1.082400,1,13
2,3.418740,1,13
2,1.084048,2,13
2,1.413648,2,13
2,1.496048,2,13
2,1.578448,2,13
2,1.660848,2,13
2,1.743248,2,13
2,1.825648,2,13
2,1.908048,2,13
2,1.990448,2,13
2,2.072848,2,13
2,2.155248,2,13
2,2.237648,2,13
2,2.320048,2,13
2,1.166448,4,13
2,21.535237,4,13
2,1.000000,13,4
2,1.164800,13,4
2,1.494400,13,4
2,1.988800,13,4
2,2.400800,13,4
2,2.483200,13,15
2,5.861289,13,15
2,1.082400,13,18
2,1.247200,13,18
2,1.329600,13,18
2,1.412000,13,18
2,1.576800,13,18
2,1.659200,13,18
2,1.741600,13,18
2,1.824000,13,18
2,1.906400,13,18
2,2.071200,13,18
2,2.153600,13,18
2,2.236000,13,18
2,2.318400,13,18
2,2.565600,13,21
2,2.648000,13,21
2,2.730400,13,21
2,2.812800,13,21
2,1.164800,14,13
2,8.481564,14,13
2,1.248848,21,13
2,1.331248,21,13
2,2.402448,21,13
2,2.484848,21,13
2,2.567248,21,13
2,2.649648,21,13
2,2.732048,21,13
2,2.814448,21,13
2,2.896848,21,13
2,2.979248,21,13
2,3.061648,21,13
2,3.144048,21,13
2,3.226448,21,13
3,1.084048,2,13
3,1.331248,2,13
3,1.413648,2,13
3,1.496048,2,13
3,1.578448,2,13
3,1.660848,2,13
3,1.743248,2,13
3,1.825648,2,13
3,1.908048,2,13
3,2.155248,2,13
3,2.237648,2,13
3,1.166448,4,13
3,8.244095,4,13
3,1.000000,13,4
3,1.906400,13,4
3,3.200230,13,4
3,2.400800,13,15
3,2.565600,13,15
3,2.730400,13,15
3,2.895200,13,15
3,3.060000,13,15
3,1.082400,13,18
3,1.164800,13,18
3,1.247200,13,18
3,1.329600,13,18
3,1.412000,13,18
3,1.494400,13,18
3,1.576800,13,18
3,1.659200,13,18
3,1.741600,13,18
3,1.824000,13,18
3,1.988800,13,18
3,2.071200,13,18
3,2.153600,13,18
3,2.236000,13,18
3,2.318400,13,18
3,2.483200,13,21
3,2.648000,13,21
3,2.812800,13,21
3,2.977600,13,21
3,1.102999,14,13
3,9.972204,14,13
3,1.248848,21,13
3,1.990448,21,13
3,2.072848,21,13
3,2.320048,21,13
3,2.402448,21,13
3,2.484848,21,13
3,2.567248,21,13
3,2.649648,21,13
3,2.732048,21,13
3,2.814448,21,13
3,2.896848,21,13
3,2.979248,21,13
3,3.061648,21,13
4,1.084048,2,13
4,1.413648,2,13
4,1.496048,2,13
4,1.578448,2,13
4,1.660848,2,13
4,1.743248,2,13
4,1.825648,2,13
4,1.908048,2,13
4,2.072848,2,13
4,2.155248,2,13
4,2.237648,2,13
4,2.320048,2,13
4,1.166448,4,13
4,1.990448,4,13
4,2.649648,4,13
4,1.000000,13,4
4,3.313159,13,4
4,1.824000,13,15
4,2.236000,13,15
4,2.400800,13,15
4,2.565600,13,15
4,2.648000,13,15
4,2.812800,13,15
4,1.082400,13,18
4,1.164800,13,18
4,1.247200,13,18
4,1.329600,13,18
4,1.412000,13,18
4,1.494400,13,18
4,1.576800,13,18
4,1.659200,13,18
4,1.741600,13,18
4,1.906400,13,18
4,1.988800,13,18
4,2.153600,13,18
4,2.071200,13,21
4,2.318400,13,21
4,2.483200,13,21
4,2.730400,13,21
4,3.649401,13,21
4,1.099566,14,13
4,1.530849,14,13
4,6.671896,14,13
4,1.248848,21,13
4,1.331248,21,13
4,2.402448,21,13
4,2.484848,21,13
4,2.567248,21,13
4,2.732048,21,13
4,2.814448,21,13
4,2.896848,21,13
