0.127826,0.284507,0.153240,0.266661
0.072692,0.178281,0.191035,0.393304
0.002014,0.403549,0.398527,1.217505
0.154500,-0.000000,0.163453,0.908646
19.049552,-0.000000,-0.000000,-0.000000
0.063036,0.842099,0.237918,0.675480
0.342342,0.681561,0.593585,-0.000000
0.000000,7.864750,0.159425,2.184229
0.471029,4.701007,-0.000000,-0.000000
4.056324,9.101922,-0.000000,0.000000
0.042999,-0.000000,0.050341,0.227351
0.006159,1.153479,-0.000000,0.100678
0.241444,0.784501,0.752249,-0.000000
0.000000,0.392140,0.044121,0.222800
0.021737,1.541957,0.401244,3.118318
0.000187,1.273804,0.332112,4.059755
0.235391,-0.000000,0.485275,0.787282
0.266995,-0.000000,0.000000,7.568607
1.371992,5.689481,4.301521,-0.000000
0.624796,9.558115,-0.000000,0.012052
0.062464,-0.000000,0.040418,0.217061
3.459520,-0.000000,2.196085,-0.000000
