0.059886,0.203953,0.135426,0.115207
0.005799,0.137167,0.225334,0.050924
0.047115,0.383592,0.793289,-0.000000
0.056328,0.206120,0.202208,0.120183
7.305350,-0.000000,-0.000000,5.980672
0.003184,0.796367,0.340575,0.047275
0.000000,0.527374,0.689690,-0.000000
0.004710,7.622543,0.620115,0.258658
1.403153,4.727286,-0.000000,-0.000000
0.000000,8.918268,-0.000000,4.082623
0.000000,0.039189,0.047614,-0.000000
0.006466,1.022491,-0.000000,-0.000000
0.000000,0.531006,0.219101,-0.000000
0.000000,0.363575,0.074024,0.004790
0.117972,1.142497,0.714958,0.405299
0.039847,0.979024,1.106058,0.503736
0.063026,0.257186,0.297727,0.096864
0.091925,-0.000000,1.564042,0.969849
0.355123,5.334298,2.538703,-0.000000
0.338265,8.699915,-0.000000,-0.000000
0.027523,0.065085,0.037566,-0.000000
0.344034,-0.000000,1.909414,-0.000000
