0.089009,0.026936,0.171636
0.118430,-0.000000,0.210582
0.268169,-0.000000,0.743468
0.136365,-0.000000,0.197023
0.028367,7.425615,-0.000000
0.571598,-0.000000,0.180567
0.285081,-0.000000,0.504796
7.598212,-0.000000,0.828702
4.085214,-0.000000,-0.000000
7.121995,-0.000000,-0.000000
0.022919,-0.000000,0.026413
0.750018,-0.000000,0.019171
0.371601,-0.000000,0.177506
0.283390,-0.000000,0.071619
0.820086,-0.000000,0.645607
0.893370,-0.000000,1.100713
0.206602,-0.000000,0.254460
0.261281,0.003431,1.601800
3.031686,-0.000000,2.883350
7.159446,-0.000000,-0.000000
0.021283,0.024824,0.025968
0.384382,0.232576,1.901631
