3.462591,-0.000000,-0.000000,0.423157,3.781939
0.048275,0.114723,0.120533,0.190856,-0.000000
0.210075,0.070942,0.069718,9.165640,-0.000000
0.028510,0.103273,0.061676,0.323029,0.047899
5.327161,-0.000000,5.396178,-0.000000,-0.000000
0.000000,-0.000000,3.391188,-0.000000,0.000000
0.000000,-0.000000,1.808353,-0.000000,0.003751
0.000000,5.824924,0.379761,4.170479,0.190305
0.021227,5.720217,-0.000000,-0.000000,7.036852
1.225630,7.128119,-0.000000,-0.000000,-0.000000
0.000082,0.184471,0.023813,0.271995,0.040085
0.021667,1.044626,-0.000000,-0.000000,-0.000000
0.015740,0.351219,0.159291,0.464926,0.050616
0.000000,0.039910,0.088436,0.287634,0.000000
0.156244,0.466447,0.243720,1.576963,0.232649
0.000000,1.176206,1.229088,-0.000000,0.242866
0.047684,0.078159,0.064026,0.267482,0.110778
0.378392,-0.000000,0.510489,1.088637,0.307630
0.227928,5.494033,1.308118,-0.000000,-0.000000
0.104052,7.182358,-0.000000,-0.000000,1.154803
0.012510,0.052396,0.023538,0.089916,0.091010
0.246675,1.257693,1.440683,-0.000000,0.052383
