0.047117,0.199221,0.103928
0.012568,0.130869,0.158315
0.043375,0.451438,0.365260
0.052556,-0.000000,0.183189
4.886122,-0.000000,-0.000000
0.009522,0.658241,0.274815
0.008796,0.511626,0.450742
0.021270,5.552667,0.496146
0.651480,3.367650,-0.000000
0.599777,6.027473,-0.000000
0.002264,0.028124,0.033492
0.008474,0.875527,-0.000000
0.018550,0.684672,0.400448
0.000071,0.123157,0.019445
0.122967,0.782062,0.895278
0.073875,1.070038,0.920024
0.061648,-0.000000,0.370838
0.120012,-0.000000,1.473727
0.204259,3.820279,1.947679
0.213030,6.899891,-0.000000
0.023962,-0.000000,0.026032
0.218826,-0.000000,1.538512
