0.202190,-0.000000,0.161947,0.139965
0.084293,0.023637,0.202516,0.000010
0.163470,0.075818,0.469277,-0.000000
0.142627,-0.000000,0.142060,0.070957
0.043235,5.916458,-0.000000,0.001887
0.490428,-0.000000,0.243510,0.020173
0.417211,-0.000000,0.332229,0.024636
5.251982,-0.000000,0.441026,0.000000
3.224774,-0.000000,-0.000000,-0.000000
5.626558,-0.000000,-0.000000,5.542131
0.047668,-0.000000,0.037282,0.006944
0.728211,-0.000000,-0.000000,0.000000
0.471697,-0.000000,0.211313,0.015442
0.252876,-0.000000,0.075327,0.000000
0.795596,-0.000000,0.665287,0.146511
0.343666,-0.000000,0.562930,0.100742
0.158594,0.070767,0.176705,0.000099
0.115628,0.115294,2.114458,0.284023
3.744841,-0.000000,2.363546,-0.000000
6.397851,-0.000000,-0.000000,-0.000000
0.030702,0.019665,0.047666,0.000023
0.715968,0.245575,1.803474,0.000000
