0.270331,-0.000000,-0.000000,0.411964
0.009679,0.027261,-0.000000,-0.000000
0.018591,0.388199,-0.000000,-0.000000
0.007018,0.009223,0.060279,-0.000000
0.161287,-0.000000,-0.000000,-0.000000
0.170024,-0.000000,0.071061,-0.000000
0.076517,-0.000000,0.059493,-0.000000
0.010802,0.067696,0.112612,-0.000000
0.000000,0.060052,0.063438,0.125724
0.000000,0.146531,0.090876,0.183914
0.008172,0.024287,-0.000000,-0.000000
0.000000,0.022598,0.062592,0.065184
0.023698,-0.000000,0.069992,-0.000000
0.004561,0.012363,0.058919,-0.000000
0.013255,0.027210,0.064474,-0.000000
0.029884,0.036265,0.072091,-0.000000
0.009105,0.025666,-0.000000,-0.000000
0.022234,0.041483,-0.000000,-0.000000
0.103057,-0.000000,0.126914,-0.000000
0.000000,0.111166,0.087258,0.134626
0.014846,-0.000000,-0.000000,0.078589
0.046939,-0.000000,-0.000000,-0.000000
