0.269028,-0.000000,-0.000000,0.294763
0.011678,0.032215,-0.000000,-0.000000
0.018097,0.365252,-0.000000,-0.000000
0.009856,0.014734,0.068264,-0.000000
0.149793,-0.000000,-0.000000,-0.000000
0.157715,-0.000000,0.072922,-0.000000
0.073312,-0.000000,0.065712,-0.000000
0.016250,0.073279,0.099646,-0.000000
0.002585,0.057000,0.065799,0.147780
0.000000,0.133829,0.082795,0.226944
0.010243,0.029581,-0.000000,-0.000000
0.000752,0.023952,0.068259,0.088606
0.025164,-0.000000,0.074956,-0.000000
0.007333,0.018023,0.067139,-0.000000
0.015389,0.032119,0.070080,-0.000000
0.031647,0.040453,0.073165,-0.000000
0.011258,0.030722,-0.000000,-0.000000
0.023016,0.045135,-0.000000,-0.000000
0.099984,-0.000000,0.109764,-0.000000
0.000000,0.103705,0.081499,0.173539
0.019997,-0.000000,-0.000000,0.068367
0.046901,-0.000000,-0.000000,-0.000000
