0.312826,-0.000000,0.115094
0.016910,-0.000000,0.026349
0.045979,0.064450,-0.000000
0.009068,0.018396,0.025557
0.258089,-0.000000,-0.000000
0.013107,-0.000000,0.109182
0.013295,-0.000000,0.027717
0.000000,0.077646,0.261972
0.048637,0.147449,-0.000000
0.072675,0.257722,-0.000000
0.011443,-0.000000,0.021129
0.004759,0.029573,0.031373
0.008052,0.019193,0.037713
0.006933,0.014722,0.029125
0.016864,0.006834,0.036027
0.016722,0.056417,0.049159
0.013207,-0.000000,0.021639
0.038856,-0.000000,-0.000000
0.026164,0.088033,0.093796
0.022880,0.218035,0.048652
0.011187,0.001531,0.021058
0.032350,-0.000000,0.044459
