0.007368,0.003551,0.046736
0.005068,0.001074,0.048190
0.018287,-0.000000,0.064720
0.006734,-0.000000,0.043980
0.003866,0.907254,-0.000000
0.018217,-0.000000,0.044718
0.011170,-0.000000,0.073557
0.161073,-0.000000,0.025923
0.119095,-0.000000,-0.000000
0.199194,-0.000000,-0.000000
0.003762,-0.000000,0.039619
0.030738,-0.000000,-0.000000
0.013699,-0.000000,0.043957
0.008756,-0.000000,0.038537
0.034270,-0.000000,0.092176
0.024328,-0.000000,0.066838
0.008279,-0.000000,0.045747
0.009859,0.035264,0.078516
0.112611,-0.000000,0.119356
0.181474,-0.000000,-0.000000
0.003009,0.000015,0.040009
0.019144,0.052842,0.087422
