0.284284,-0.000000,-0.000000
0.007639,0.009125,0.033175
0.020514,0.041017,0.094695
0.007555,0.011084,0.031639
0.363795,-0.000000,0.104689
0.010463,-0.000000,0.075850
0.006950,0.006505,0.063420
0.000816,0.165161,0.090090
0.058492,0.147605,-0.000000
0.060088,0.179051,-0.000000
0.006570,0.016102,0.030472
0.009146,0.042366,-0.000000
0.007112,0.018700,0.037599
0.005315,0.008691,0.032080
0.013958,0.030792,0.050154
0.009650,0.012544,0.076947
0.008161,0.009354,0.032053
0.035558,-0.000000,0.059810
0.023844,0.105569,0.081353
0.021745,0.179071,-0.000000
0.005922,-0.000000,0.029802
0.032420,0.017265,0.076173
