0.012645,0.014844,-0.000000
0.004175,0.008456,0.030892
0.156503,-0.000000,-0.000000
0.009324,0.009078,0.022796
0.199951,-0.000000,0.137387
0.004648,0.018412,0.036621
0.006283,0.022890,0.041945
0.000000,0.185486,0.083212
0.083057,0.129401,-0.000000
0.094486,0.186516,-0.000000
0.003879,0.004655,0.013943
0.001063,0.012819,0.017770
0.019701,-0.000000,0.122548
0.003509,0.007523,0.015474
0.016184,0.048835,0.053012
0.014381,0.053106,0.068439
0.008912,0.012396,0.024203
0.000000,0.048562,0.063772
0.287021,-0.000000,0.145520
0.046635,0.174164,-0.000000
0.010763,0.007889,-0.000000
0.016878,0.054967,0.122465
