8.049840,-0.000000,-0.000000
0.457620,-0.000000,0.233745
1.268485,1.756464,-0.000000
0.077686,0.194789,-0.000000
0.400312,-0.000000,7.015566
0.152954,0.251422,-0.000000
0.127826,-0.000000,0.211118
0.340233,2.512716,-0.000000
0.182531,4.608426,-0.000000
3.267300,9.737934,1.051484
0.153998,-0.000000,-0.000000
0.050677,0.903285,-0.000000
0.245262,0.423423,-0.000000
0.004218,0.108050,-0.000000
0.544332,-0.000000,-0.000000
0.301007,2.065255,-0.000000
0.362022,-0.000000,-0.000000
1.629314,-0.000000,0.462187
0.510310,2.603113,-0.000000
0.432160,9.629144,-0.000000
0.064264,-0.000000,-0.000000
1.843124,-0.000000,0.764784
