9.366459,-0.000000,-0.000000
0.051461,0.123561,-0.000000
0.256328,11.046561,-0.000000
0.000000,0.050489,0.364643
3.310094,-0.000000,-0.000000
3.445118,-0.000000,2.390841
1.600987,-0.000000,0.933030
0.000000,0.000006,8.921095
0.387443,2.489886,0.000000
0.191741,6.260085,0.011837
0.017962,0.039470,-0.000000
0.000000,0.421382,0.690570
0.000000,0.129309,0.990191
0.000000,0.021206,0.359458
0.000000,0.106714,1.715168
0.381119,0.521585,1.953938
0.035464,0.083375,-0.000000
0.382586,0.663695,-0.000000
2.101588,-0.000000,4.641149
0.000000,4.096283,1.276020
0.060087,-0.000000,-0.000000
0.539081,-0.000000,-0.000000
