0.057282,0.212385,0.221209,0.100769
0.041341,-0.000000,0.284265,0.000000
0.091967,-0.000000,0.739140,-0.000000
0.061871,0.251423,0.194541,0.025409
8.280250,-0.000000,-0.000000,0.155478
0.028772,0.773215,0.284627,-0.000000
0.025365,0.536647,0.544454,0.005801
0.027797,9.458892,0.768501,-0.000000
1.198054,5.179382,-0.000000,-0.000000
0.016895,8.882474,-0.000000,8.170993
0.001375,0.072434,0.058815,0.004932
0.004647,0.939815,0.034714,-0.000000
0.016633,0.684472,0.220614,0.006060
0.000000,0.456549,0.110789,-0.000000
0.122766,1.432901,0.874421,-0.000000
0.018627,0.601831,0.888026,0.077172
0.101905,0.284390,0.249858,0.037868
0.205457,-0.000000,2.753152,0.154987
0.071724,6.238771,3.320924,-0.000000
0.367284,9.617879,-0.000000,-0.000000
0.029160,-0.000000,0.036585,-0.000000
0.436550,-0.000000,2.528119,0.000000
