0.017754,0.618972,-0.000000
0.002547,0.032228,0.033006
0.050320,-0.000000,0.070396
0.016158,-0.000000,0.026861
0.030096,0.154173,0.149291
0.006571,-0.000000,0.038193
0.005311,-0.000000,0.038836
0.046892,-0.000000,0.121319
0.123098,-0.000000,-0.000000
0.260110,-0.000000,-0.000000
0.004760,0.029054,0.025139
0.027732,-0.000000,0.021839
0.012598,-0.000000,0.038030
0.011153,-0.000000,0.026084
0.009496,0.028054,0.057320
0.060328,-0.000000,0.061968
0.005390,0.029209,0.026814
0.008286,0.027758,0.053183
0.056809,-0.000000,0.097818
0.237276,-0.000000,-0.000000
0.000340,0.036467,0.021377
0.006975,0.044084,0.092525
