0.005035,0.009269,0.053542
0.002870,0.008531,0.053732
0.008456,0.013138,0.061069
0.005424,0.008975,0.052660
0.689682,-0.000000,-0.000000
0.005511,0.023537,0.053997
0.006594,0.015705,0.058613
0.009358,0.238936,0.036751
0.066004,0.117316,-0.000000
0.058821,0.182251,-0.000000
0.001350,0.005252,0.050331
0.008514,0.037978,-0.000000
0.006802,0.028595,0.057340
0.001209,0.007019,0.049124
0.012198,0.028648,0.061597
0.011156,0.035317,0.068151
0.006021,0.010198,0.053572
0.008145,0.010201,0.074247
0.024231,0.028780,0.084040
0.022608,0.190355,-0.000000
0.002174,-0.000000,0.050263
0.037836,-0.000000,0.080972
