0.006592,0.247520,-0.000000,0.484559
0.020881,-0.000000,-0.000000,-0.000000
0.292007,-0.000000,-0.000000,-0.000000
0.014639,-0.000000,0.090488,-0.000000
0.057523,0.179687,-0.000000,-0.000000
0.001525,0.147057,0.028695,-0.000000
0.007746,0.045592,-0.000000,-0.000000
0.070223,-0.000000,0.112138,-0.000000
0.046101,-0.000000,0.096670,0.126663
0.105457,-0.000000,0.108781,0.179931
0.014094,-0.000000,-0.000000,-0.000000
0.015735,-0.000000,0.091160,0.064566
0.016673,0.012124,0.091871,-0.000000
0.011331,-0.000000,0.089759,-0.000000
0.033277,-0.000000,-0.000000,-0.000000
0.036933,-0.000000,0.102796,-0.000000
0.020219,-0.000000,-0.000000,-0.000000
0.045327,-0.000000,-0.000000,-0.000000
0.032747,0.368021,0.079208,-0.000000
0.093628,-0.000000,0.108434,0.144280
0.010641,-0.000000,-0.000000,-0.000000
0.046701,-0.000000,-0.000000,-0.000000
